VideoID,Frame,TrackID,Class,Score,X,Y,Width,Height,PlayerX,PlayerY
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,6,1000,person,0.781935,216.215,227.780,38.815,87.149,235.623,314.929
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,6,1001,person,0.515802,1049.188,287.783,51.074,87.595,1074.725,375.378
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,6,1002,person,0.747423,259.093,230.937,52.774,107.503,285.480,338.440
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,6,1004,person,0.684381,1046.022,204.270,54.647,88.273,1073.345,292.543
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,6,1005,person,0.754887,430.749,260.208,43.754,106.313,452.625,366.521
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,6,1006,person,0.656261,719.397,242.628,35.003,70.567,736.898,313.195
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,6,1007,person,0.609120,573.109,219.327,60.104,93.889,603.161,313.216
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,6,1012,person,0.689349,864.807,285.149,66.009,101.481,897.811,386.630
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,6,1018,person,0.240318,679.328,195.268,53.787,68.624,706.222,263.892
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,7,989,person,0.824399,1040.611,500.232,82.603,126.178,1081.912,626.410
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,7,999,person,0.870241,382.340,490.888,71.747,130.256,418.214,621.144
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,7,1000,person,0.781390,212.214,225.212,40.301,89.605,232.364,314.817
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,7,1001,person,0.649137,1028.901,283.326,51.214,88.244,1054.508,371.570
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,7,1002,person,0.676122,257.361,229.880,52.060,107.384,283.391,337.264
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,7,1004,person,0.749350,1040.629,200.701,55.125,90.320,1068.191,291.022
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,7,1005,person,0.795390,422.957,257.780,43.505,106.339,444.709,364.119
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,7,1006,person,0.610219,711.259,232.995,38.086,77.367,730.302,310.361
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,7,1007,person,0.718738,568.852,216.821,60.750,94.479,599.227,311.300
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,7,1012,person,0.729348,854.454,284.507,63.423,98.785,886.166,383.292
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,8,989,person,0.833959,1047.378,500.972,79.605,123.208,1087.180,624.180
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,8,999,person,0.862217,381.804,487.891,72.511,129.892,418.060,617.782
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,8,1000,person,0.712447,209.592,223.070,40.997,90.049,230.091,313.119
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,8,1001,person,0.815159,1015.363,281.272,51.765,88.922,1041.245,370.194
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,8,1002,person,0.667727,256.643,229.608,49.638,104.174,281.462,333.783
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,8,1004,person,0.799481,1036.305,199.392,54.565,90.955,1063.587,290.347
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,8,1005,person,0.795603,416.741,255.825,43.022,105.576,438.253,361.400
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,8,1006,person,0.453868,706.672,232.424,38.274,78.137,725.809,310.561
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,8,1007,person,0.697273,565.989,213.735,62.898,97.662,597.438,311.397
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,8,1012,person,0.689745,847.223,283.277,61.751,97.675,878.099,380.952
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,9,989,person,0.811114,1050.476,500.844,78.273,122.862,1089.612,623.706
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,9,999,person,0.859981,379.752,486.133,73.185,129.191,416.344,615.324
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,9,1000,person,0.655150,208.672,223.833,40.165,86.920,228.755,310.753
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,9,1001,person,0.662865,1002.028,277.507,54.605,93.174,1029.330,370.681
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,9,1002,person,0.647637,254.638,228.179,49.211,105.385,279.244,333.565
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,9,1004,person,0.786978,1032.065,199.152,53.060,90.087,1058.595,289.239
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,9,1005,person,0.802585,410.745,255.074,42.425,104.717,431.957,359.792
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,9,1006,person,0.596287,701.889,232.310,39.180,80.275,721.479,312.585
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,9,1007,person,0.554762,565.113,212.895,63.479,99.328,596.853,312.223
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,9,1012,person,0.705560,840.515,280.522,62.818,101.110,871.924,381.633
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,10,989,person,0.851488,1050.499,500.475,78.495,123.997,1089.746,624.471
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,10,999,person,0.864008,377.812,484.466,74.287,129.330,414.955,613.797
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,10,1000,person,0.621237,207.518,222.382,40.112,86.505,227.574,308.887
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,10,1001,person,0.639602,990.426,276.273,56.305,94.940,1018.578,371.213
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,10,1002,person,0.657332,252.526,227.328,47.972,105.615,276.512,332.943
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,10,1004,person,0.766201,1028.233,199.435,50.541,87.203,1053.504,286.638
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,10,1005,person,0.750356,405.740,252.603,42.733,106.082,427.106,358.685
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,10,1006,person,0.664286,696.832,231.198,40.146,82.422,716.905,313.620
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,10,1007,person,0.421918,565.561,211.831,64.416,102.169,597.769,314.000
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,10,1012,person,0.732659,832.519,278.621,63.188,103.851,864.113,382.472
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,11,989,person,0.851750,1047.491,499.249,80.843,127.762,1087.913,627.011
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,11,999,person,0.848467,378.660,483.380,73.266,126.175,415.293,609.555
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,11,1000,person,0.598653,207.873,222.256,39.461,85.398,227.604,307.655
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,11,1001,person,0.675533,979.476,275.201,58.351,97.715,1008.652,372.916
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,11,1002,person,0.570331,253.129,224.463,41.808,94.129,274.033,318.592
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,11,1004,person,0.679143,1023.843,199.120,48.698,85.633,1048.192,284.753
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,11,1005,person,0.689723,399.998,251.680,42.619,105.913,421.308,357.593
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,11,1006,person,0.666412,692.288,230.775,40.420,83.098,712.498,313.873
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,11,1007,person,0.485047,565.989,210.754,58.251,91.731,595.115,302.485
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,11,1012,person,0.745528,824.463,277.322,63.157,106.295,856.041,383.617
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,11,1028,person,0.538253,718.562,166.693,27.185,76.436,732.154,243.130
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,12,989,person,0.803086,1044.980,497.481,83.441,131.898,1086.701,629.379
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,12,999,person,0.865943,378.345,480.472,72.570,125.577,414.630,606.049
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,12,1000,person,0.697888,205.844,222.632,37.596,82.884,224.642,305.516
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,12,1002,person,0.686550,246.040,222.283,44.674,103.757,268.376,326.040
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,12,1004,person,0.731553,1016.426,198.127,46.298,82.872,1039.576,280.998
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,12,1005,person,0.709265,388.294,248.980,42.331,105.833,409.460,354.813
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,12,1006,person,0.692605,681.854,230.368,39.545,81.051,701.627,311.419
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,12,1007,person,0.396253,565.902,210.734,56.937,89.211,594.371,299.945
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,12,1012,person,0.765997,806.471,275.187,62.404,107.365,837.673,382.552
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,12,1028,person,0.520457,716.321,160.221,34.191,96.129,733.417,256.350
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,13,989,person,0.772077,1043.152,497.528,83.657,132.058,1084.981,629.586
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,13,999,person,0.797767,377.775,478.027,70.315,124.209,412.933,602.235
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,13,1000,person,0.723824,203.312,221.065,36.597,82.094,221.610,303.159
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,13,1002,person,0.706516,240.987,221.326,44.527,105.929,263.250,327.255
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,13,1004,person,0.663562,1008.788,195.940,46.854,85.232,1032.215,281.172
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,13,1005,person,0.789644,378.683,247.250,41.673,104.984,399.519,352.234
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,13,1006,person,0.727616,673.151,228.204,39.950,81.937,693.126,310.140
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,13,1007,person,0.401845,566.361,210.357,56.437,87.901,594.579,298.258
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,13,1012,person,0.727312,796.052,273.817,60.618,107.069,826.362,380.886
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,13,1028,person,0.364167,719.051,159.221,33.265,93.145,735.683,252.366
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,13,1001,person,0.636784,939.113,273.937,56.144,95.352,967.185,369.289
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,14,989,person,0.807723,1044.282,497.177,82.641,130.887,1085.602,628.064
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,14,999,person,0.742759,376.902,474.813,67.929,123.375,410.867,598.188
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,14,1000,person,0.523452,200.260,220.126,36.126,81.924,218.323,302.050
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,14,1002,person,0.636821,235.657,219.368,44.225,107.370,257.769,326.738
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,14,1004,person,0.647231,999.746,193.126,47.432,87.584,1023.462,280.710
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,14,1005,person,0.667055,370.642,245.082,41.543,105.674,391.413,350.756
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,14,1006,person,0.766005,664.090,225.464,39.818,81.430,683.999,306.894
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,14,1007,person,0.393229,555.298,210.003,55.474,88.415,583.035,298.418
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,14,1012,person,0.742187,784.040,272.941,58.949,107.252,813.515,380.193
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,14,1028,person,0.366851,721.222,159.298,31.740,88.222,737.092,247.520
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,14,1001,person,0.704994,919.801,274.574,53.795,93.513,946.699,368.087
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,15,989,person,0.821167,1047.735,496.476,80.858,129.802,1088.164,626.277
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,15,999,person,0.793937,372.950,471.237,66.770,123.903,406.335,595.140
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,15,1000,person,0.375302,195.954,216.623,36.091,82.680,214.000,299.303
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,15,1002,person,0.630124,229.898,217.126,44.464,109.361,252.130,326.487
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,15,1004,person,0.754625,991.442,191.685,48.079,89.563,1015.482,281.248
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,15,1005,person,0.801719,361.710,244.324,40.953,104.919,382.187,349.243
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,15,1006,person,0.714088,655.491,223.521,40.208,81.887,675.595,305.408
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,15,1007,person,0.407637,547.747,210.316,53.022,85.102,574.258,295.419
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,15,1012,person,0.665472,774.184,272.164,57.059,107.409,802.713,379.573
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,15,1028,person,0.396214,720.247,160.795,34.077,94.324,737.286,255.119
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,15,1001,person,0.683328,903.505,275.050,50.292,88.833,928.651,363.883
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,16,989,person,0.809213,1048.817,494.820,78.838,128.256,1088.235,623.076
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,16,999,person,0.838103,367.328,468.674,67.121,126.438,400.888,595.112
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,16,1000,person,0.504999,191.615,216.300,36.235,82.819,209.733,299.119
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,16,1002,person,0.686973,224.158,218.069,43.642,107.592,245.979,325.662
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,16,1004,person,0.637197,982.920,188.652,49.615,93.849,1007.727,282.501
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,16,1005,person,0.748051,353.625,241.918,40.767,105.278,374.009,347.196
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,16,1006,person,0.726348,647.620,222.123,39.433,79.515,667.337,301.638
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,16,1007,person,0.389557,542.855,208.201,51.086,82.306,568.398,290.507
red_SoccerNet_england_epl_2015-2016_2015-08-08 - 19-30 Chelsea 2 - 2 Swansea_000022,16,1012,person,0.702002,765.008,271.169,54.311,105.502,792.163,376.671
